name,host,acc,start,end,eval,qstart,qend,strand,cit,lineage
EBLN-Cultervirus.7-PanPan,Pan_paniscus,NC_027878.1,94778744,94779070,6.21E-10,250,364,-,,EBLN10
EBLN-Cultervirus.7-PanTro,Pan_troglodytes,NW_019932835.1,15252041,15252367,6.21E-10,250,364,-,,EBLN10
EBLN-Cultervirus.7-PanTro,Pan_troglodytes,NC_036889.1,90503655,90503981,6.21E-10,250,364,-,,EBLN10
EBLN-Cultervirus.7-PanPan,Pan_paniscus,NW_014014127.1,5440948,5441274,6.21E-10,250,364,-,,EBLN10
EBLN-Cultervirus.7-PapAnu,Papio_anubis,NC_018160.2,86941265,86941825,5.17E-12,157,342,-,,EBLN10
EBLN-Cultervirus.7-PapAnu,Papio_anubis,NW_018757192.1,658052,658612,5.17E-12,157,342,-,,EBLN10
EBLN-Cultervirus.7-PilTep,Piliocolobus_tephrosceles,NW_020556047.1,412591,413151,3.12E-10,157,342,+,,EBLN10
EBLN-Cultervirus.7-PonAbe,Pongo_abelii,NC_036913.1,92685784,92686173,7.02E-14,250,379,-,,EBLN10
EBLN-Cultervirus.7-PonAbe,Pongo_abelii,NW_019937232.1,48413316,48413705,7.02E-14,250,379,-,,EBLN10
EBLN-Cultervirus.7-RhiBie,Rhinopithecus_bieti,NW_016822477.1,162021,162686,7.75E-11,108,342,+,,EBLN10
EBLN-Cultervirus.7-RhiRox,Rhinopithecus_roxellana,NW_010807933.1,230023,230688,3.85E-11,108,342,+,,EBLN10
EBLN-Cultervirus.7-SaiBol,Saimiri_boliviensis_boliviensis,NW_003943609.1,37847381,37847966,2.20E-15,157,351,+,,EBLN10
EBLN-Cultervirus.7-TheGel,Theropithecus_gelada,NC_037677.1,90957046,90957606,7.62E-12,157,342,-,,EBLN10
EBLN-Cultervirus.7-TheGel,Theropithecus_gelada,NW_020251513.1,90957046,90957606,7.62E-12,157,342,-,,EBLN10
EBLN-Orthobornavirus.8-CarSyr,Carlito_syrichta,NW_007247769.1,1232029,1232416,1.86E-07,188,336,+,,EBLN19
EBLN-Orthobornavirus.8-GorGor,Gorilla_gorilla_gorilla,NC_018434.2,31924685,31925539,1.00E-03,37,347,+,,EBLN19
EBLN-Orthobornavirus.8-GorGor,Gorilla_gorilla_gorilla,NW_017493696.1,31924685,31925539,1.00E-03,37,347,+,,EBLN19
EBLN-Orthobornavirus.8-HomSap,Homo_sapiens,NC_000010.11,77782475,77783248,4.00E-03,69,347,-,hsEBLN-8_Ortho,EBLN19
EBLN-Orthobornavirus.8-HomSap,Homo_sapiens,NT_187580.1,21167,21940,4.00E-03,69,347,-,,EBLN19
EBLN-Orthobornavirus.8-HomSap,Homo_sapiens,NT_030059.14,36088954,36089727,4.00E-03,69,347,-,,EBLN19
EBLN-Orthobornavirus.8-OtoGar,Otolemur_garnettii,NW_003852403.1,7980404,7981345,1.03E-11,19,351,+,,EBLN19
EBLN-Orthobornavirus.8-PanPan,Pan_paniscus,NC_027878.1,76965816,76966670,2.13E-04,37,347,-,,EBLN19
EBLN-Orthobornavirus.8-PanPan,Pan_paniscus,NW_014014124.1,4054371,4055225,2.13E-04,37,347,-,,EBLN19
EBLN-Orthobornavirus.8-PanTro,Pan_troglodytes,NC_036889.1,73529748,73530602,4.65E-04,37,347,-,,EBLN19
EBLN-Orthobornavirus.8-PanTro,Pan_troglodytes,NW_019932834.1,1720913,1721767,4.65E-04,37,347,+,,EBLN19
EBLN-Orthobornavirus.8-ProCoq,Propithecus_coquereli,NW_012154174.1,3811100,3811905,3.68E-08,45,326,+,,EBLN19
EBLN-Carbovirus.9-AciJub,Acinonyx_jubatus,NW_015130894.1,2090426,2090670,1.35E-08,168,287,+,,EBLN1
EBLN-Carbovirus.9-AciJub,Acinonyx_jubatus,NW_020834790.1,14200201,14200445,1.29E-08,168,287,+,,EBLN1
EBLN-Carbovirus.9-AilMel,Ailuropoda_melanoleuca,NW_003218164.1,491035,491649,5.00E-20,152,431,-,,EBLN1
EBLN-Carbovirus.9-AotNan,Aotus_nancymaae,NW_018488329.1,4656833,4657316,3.55E-07,95,296,-,,EBLN1
EBLN-Carbovirus.9-AotNan,Aotus_nancymaae,NW_018488329.1,4663499,4663756,8.80E-15,319,423,-,,EBLN1
EBLN-Carbovirus.9-BalAcu,Balaenoptera_acutorostrata_scammoni,NW_006731900.1,27005867,27006558,4.31E-15,80,355,+,,EBLN1
EBLN-Carbovirus.9-CalJac,Callithrix_jacchus,NC_013910.1,62027946,62028259,1.42E-08,311,434,+,,EBLN1
EBLN-Carbovirus.9-CalJac,Callithrix_jacchus,NW_003184445.1,1476402,1476715,1.58E-08,311,434,+,,EBLN1
EBLN-Carbovirus.9-CalUrs,Callorhinus_ursinus,NW_020312913.1,6824581,6825359,1.04E-16,102,431,-,,EBLN1
EBLN-Carbovirus.9-CamBac,Camelus_bactrianus,NW_011513243.1,21141073,21141784,9.76E-13,80,366,+,,EBLN1
EBLN-Carbovirus.9-CamFer,Camelus_ferus,NW_006210281.1,826988,827699,1.04E-12,80,366,-,,EBLN1
EBLN-Carbovirus.9-CamDro,Camelus_dromedarius,NW_011591359.1,3679357,3680068,8.14E-14,80,366,-,,EBLN1
EBLN-Carbovirus.9-CanLup,Canis_lupus_dingo,NW_020267809.1,8236912,8237527,6.23E-14,160,429,-,,EBLN1
EBLN-Carbovirus.9-CanLup,Canis_lupus_familiaris,NW_003726095.1,8233941,8234556,6.19E-14,160,429,-,,EBLN1
EBLN-Carbovirus.9-CanLup,Canis_lupus_familiaris,NC_006602.3,8234041,8234656,6.08E-14,160,429,-,,EBLN1
EBLN-Carbovirus.9-CebCap,Cebus_capucinus_imitator,NW_016107596.1,2746706,2747851,4.81E-17,95,434,-,,EBLN1
EBLN-Carbovirus.9-CerSim,Ceratotherium_simum_simum,NW_004454312.1,67680,68419,8.28E-25,119,424,-,,EBLN1
EBLN-Carbovirus.9-CerSim,Ceratotherium_simum_simum,NW_004454327.1,458814,459579,3.36E-32,119,434,-,,EBLN1
EBLN-Carbovirus.9-CerAty,Cercocebus_atys,NW_012009469.1,33420884,33422423,5.46E-21,95,422,+,,EBLN1
EBLN-Carbovirus.9-ChlSab,Chlorocebus_sabaeus,NC_023663.1,46150834,46151087,5.07E-09,319,422,+,,EBLN1
EBLN-Carbovirus.9-ChlSab,Chlorocebus_sabaeus,NW_006735272.1,45150834,45151087,5.07E-09,319,422,+,,EBLN1
EBLN-Carbovirus.9-ChlSab,Chlorocebus_sabaeus,NC_023663.1,46153036,46153579,4.55E-22,61,296,+,,EBLN1
EBLN-Carbovirus.9-ChlSab,Chlorocebus_sabaeus,NW_006735272.1,45153036,45153579,4.55E-22,61,296,+,,EBLN1
EBLN-Carbovirus.9-ColAng,Colobus_angolensis_palliatus,NW_012116710.1,1116270,1116572,1.77E-15,158,265,+,,EBLN1
EBLN-Carbovirus.9-DelLeu,Delphinapterus_leucas,NW_019161021.1,132561,133047,3.92E-09,166,366,-,,EBLN1
EBLN-Carbovirus.9-EnhLut,Enhydra_lutris_kenyoni,NW_019154094.1,40871145,40871595,6.29E-08,257,431,+,,EBLN1
EBLN-Carbovirus.9-EquAsi,Equus_asinus,NW_014638003.1,7861864,7862579,2.50E-30,133,434,+,,EBLN1
EBLN-Carbovirus.9-EquCab,Equus_caballus,NC_009159.3,8305511,8306348,1.83E-30,80,434,-,,EBLN1
EBLN-Carbovirus.9-EquCab,Equus_caballus,NW_019641727.1,8305511,8306348,1.83E-30,80,434,-,,EBLN1
EBLN-Carbovirus.9-EquPrz,Equus_przewalskii,NW_007675316.1,62506,63343,2.02E-31,80,434,+,,EBLN1
EBLN-Carbovirus.9-FelCat,Felis_catus,NC_018724.3,51292487,51293323,1.36E-10,77,431,+,,EBLN1
EBLN-Carbovirus.9-GalVar,Galeopterus_variegatus,NW_007733447.1,29112,29840,1.46E-36,95,355,+,,EBLN1
EBLN-Carbovirus.9-GalVar,Galeopterus_variegatus,NW_007733447.1,32850,33410,2.94E-23,95,298,+,,EBLN1
EBLN-Carbovirus.9-GorGor,Gorilla_gorilla_gorilla,NC_018427.2,10373827,10375190,1.43E-20,158,434,+,,EBLN1
EBLN-Carbovirus.9-GorGor,Gorilla_gorilla_gorilla,NW_017493682.1,10373827,10375190,1.44E-20,158,434,+,,EBLN1
EBLN-Carbovirus.9-HomSap,Homo_sapiens,NC_000003.12,10110699,10112062,5.35E-18,158,434,+,hsEBLN-9_Carbo,EBLN1
EBLN-Carbovirus.9-HomSap,Homo_sapiens,NT_022517.19,10100699,10102062,5.35E-18,158,434,+,,EBLN1
EBLN-Carbovirus.9-HomSap,Homo_sapiens,NG_042053.1,1170,2533,5.22E-18,158,434,-,,EBLN1
EBLN-Carbovirus.9-LagObl,Lagenorhynchus_obliquidens,NW_020838030.1,4670528,4671234,4.47E-18,80,366,-,,EBLN1
EBLN-Carbovirus.9-LepWed,Leptonychotes_weddellii,NW_006384046.1,274551,275260,2.98E-14,133,431,-,,EBLN1
EBLN-Carbovirus.9-LipVex,Lipotes_vexillifer,NW_006778216.1,401243,401736,2.52E-08,164,366,+,,EBLN1
EBLN-Carbovirus.9-MacMul,Macaca_mulatta,NC_027894.1,56224835,56225337,1.50E-05,95,296,-,,EBLN1
EBLN-Carbovirus.9-MacMul,Macaca_mulatta,NW_014804613.1,1704298,1704729,1.50E-05,95,272,-,,EBLN1
EBLN-Carbovirus.9-MacNem,Macaca_nemestrina,NW_012017021.1,8829278,8829782,2.17E-21,95,296,+,,EBLN1
EBLN-Carbovirus.9-ManLeu,Mandrillus_leucophaeus,NW_012104721.1,2098855,2099359,7.08E-21,95,296,-,,EBLN1
EBLN-Carbovirus.9-MinNat,Miniopterus_natalensis,NW_015504470.1,4223025,4223464,1.55E-09,268,434,-,,EBLN1
EBLN-Carbovirus.9-NeoSch,Neomonachus_schauinslandi,NW_018734355.1,31801440,31802073,4.07E-13,152,431,+,,EBLN1
EBLN-Carbovirus.9-OdoRos,Odobenus_rosmarus_divergens,NW_004450274.1,1070153,1070939,1.38E-12,97,431,-,,EBLN1
EBLN-Carbovirus.9-OrcOrc,Orcinus_orca,NW_004438479.1,10169313,10170019,9.03E-18,80,366,+,,EBLN1
EBLN-Carbovirus.9-PanPan,Pan_paniscus,NC_027871.1,10398627,10399990,1.52E-17,158,434,+,,EBLN1
EBLN-Carbovirus.9-PanPan,Pan_paniscus,NW_014013864.1,32347080,32348443,1.52E-17,158,434,-,,EBLN1
EBLN-Carbovirus.9-PanTro,Pan_troglodytes,NW_019932799.1,81375671,81377040,1.52E-17,158,434,-,,EBLN1
EBLN-Carbovirus.9-PanTro,Pan_troglodytes,NC_036882.1,10325528,10326897,1.52E-17,158,434,+,,EBLN1
EBLN-Carbovirus.9-PanPar,Panthera_pardus,NW_017619959.1,2332689,2333529,1.06E-08,77,429,-,,EBLN1
EBLN-Carbovirus.9-PanTig,Panthera_tigris_altaica,NW_006711715.1,2924728,2925577,1.19E-09,77,431,-,,EBLN1
EBLN-Carbovirus.9-PapAnu,Papio_anubis,NW_018807033.1,58831,60269,7.57E-21,95,424,+,,EBLN1
EBLN-Carbovirus.9-PhyCat,Physeter_catodon,NW_019873563.1,4805346,4806010,1.65E-13,80,355,-,,EBLN1
EBLN-Carbovirus.9-PilTep,Piliocolobus_tephrosceles,NW_020555991.1,32511488,32512654,2.20E-19,95,434,+,,EBLN1
EBLN-Carbovirus.9-PonAbe,Pongo_abelii,NC_036906.1,55922846,55924210,5.48E-22,158,434,-,,EBLN1
EBLN-Carbovirus.9-PonAbe,Pongo_abelii,NW_019937212.1,137732046,137733410,5.50E-22,158,434,+,,EBLN1
EBLN-Carbovirus.9-PumCon,Puma_concolor,NW_020338156.1,14656993,14657474,5.51E-09,77,287,+,,EBLN1
EBLN-Carbovirus.9-RhiSin,Rhinolophus_sinicus,NW_017739012.1,311881,312560,6.39E-16,134,425,+,,EBLN1
EBLN-Carbovirus.9-RhiBie,Rhinopithecus_bieti,NW_016813019.1,891513,892659,1.41E-20,95,431,-,,EBLN1
EBLN-Carbovirus.9-RhiRox,Rhinopithecus_roxellana,NW_010809768.1,200482,201630,3.75E-20,95,431,-,,EBLN1
EBLN-Carbovirus.9-SaiBol,Saimiri_boliviensis_boliviensis,NW_003943624.1,18753539,18754688,4.26E-17,95,434,-,,EBLN1
EBLN-Carbovirus.9-TheGel,Theropithecus_gelada,NC_037669.1,54677394,54678843,1.11E-21,95,424,-,,EBLN1
EBLN-Carbovirus.9-TheGel,Theropithecus_gelada,NW_020251505.1,54677394,54678843,1.11E-21,95,424,-,,EBLN1
EBLN-Carbovirus.9-TurTru,Tursiops_truncatus,NW_017843823.1,2304080,2304786,2.95E-18,80,366,-,,EBLN1
EBLN-Carbovirus.9-UrsArc,Ursus_arctos_horribilis,NW_020656134.1,37663356,37663967,2.46E-20,152,431,+,,EBLN1
EBLN-Carbovirus.9-UrsMar,Ursus_maritimus,NW_007907164.1,7998180,7998791,2.78E-20,152,431,-,,EBLN1
EBLN-Carbovirus.9-VicPac,Vicugna_pacos,NW_005882765.1,6128318,6129028,5.37E-15,80,366,-,,EBLN1
EBLN-Carbovirus.9-VulVul,Vulpes_vulpes,NW_020356565.1,3774687,3775302,9.53E-16,160,429,-,,EBLN1
EBLN-Carbovirus.10-AotNan,Aotus_nancymaae,NW_018504635.1,1314329,1315396,4.62E-45,14,426,-,,EBLN8
EBLN-Carbovirus.10-CalJac,Callithrix_jacchus,NC_013910.1,19813042,19813913,6.19E-39,95,426,-,,EBLN8
EBLN-Carbovirus.10-CalJac,Callithrix_jacchus,NW_003184437.1,1522529,1523400,6.19E-39,95,426,-,,EBLN8
EBLN-Carbovirus.10-CebCap,Cebus_capucinus_imitator,NW_016107315.1,9886287,9887227,1.04E-34,58,426,+,,EBLN8
EBLN-Carbovirus.10-CerAty,Cercocebus_atys,NW_012003613.1,291297,292341,2.69E-62,23,417,+,,EBLN8
EBLN-Carbovirus.10-ChlSab,Chlorocebus_sabaeus,NC_023663.1,5551612,5552607,1.46E-78,55,417,-,,EBLN8
EBLN-Carbovirus.10-ChlSab,Chlorocebus_sabaeus,NW_006735272.1,4551612,4552607,1.46E-78,55,417,-,,EBLN8
EBLN-Carbovirus.10-ColAng,Colobus_angolensis_palliatus,NW_012116755.1,496141,497010,3.11E-70,95,417,-,,EBLN8
EBLN-Carbovirus.10-GorGor,Gorilla_gorilla_gorilla,NC_018427.2,44934395,44935444,5.96E-53,44,434,-,,EBLN8
EBLN-Carbovirus.10-GorGor,Gorilla_gorilla_gorilla,NW_017493682.1,44934395,44935444,5.96E-53,44,434,-,,EBLN8
EBLN-Carbovirus.10-HomSap,Homo_sapiens,NC_000003.12,44132166,44133131,3.15E-51,76,434,-,hsEBLN-10_Carbo,EBLN8
EBLN-Carbovirus.10-HomSap,Homo_sapiens,NT_022517.19,44122166,44123131,3.15E-51,76,434,-,,EBLN8
EBLN-Carbovirus.10-MacFas,Macaca_fascicularis,NC_022273.1,99036547,99037591,1.59E-65,23,417,-,,EBLN8
EBLN-Carbovirus.10-MacFas,Macaca_fascicularis,NW_005092962.1,32317804,32318848,1.59E-65,23,417,-,,EBLN8
EBLN-Carbovirus.10-MacMul,Macaca_mulatta,NC_027894.1,98532053,98533097,8.62E-65,23,417,+,,EBLN8
EBLN-Carbovirus.10-MacMul,Macaca_mulatta,NW_014804633.1,625137,626181,8.85E-65,23,417,+,,EBLN8
EBLN-Carbovirus.10-MacNem,Macaca_nemestrina,NW_012018354.1,14397770,14398813,2.30E-63,23,417,-,,EBLN8
EBLN-Carbovirus.10-ManLeu,Mandrillus_leucophaeus,NW_012109019.1,1154771,1155815,2.07E-66,23,417,-,,EBLN8
EBLN-Carbovirus.10-NomLeu,Nomascus_leucogenys,NC_019819.1,108316788,108317690,1.81E-47,98,434,+,,EBLN8
EBLN-Carbovirus.10-NomLeu,Nomascus_leucogenys,NW_003501378.2,32308118,32309020,1.81E-47,98,434,+,,EBLN8
EBLN-Carbovirus.10-PanPan,Pan_paniscus,NC_027871.1,45081031,45081996,2.15E-51,76,434,-,,EBLN8
EBLN-Carbovirus.10-PanPan,Pan_paniscus,NW_014013865.1,1530572,1531537,2.15E-51,76,434,-,,EBLN8
EBLN-Carbovirus.10-PanTro,Pan_troglodytes,NC_036882.1,44349601,44350566,2.55E-52,76,434,-,,EBLN8
EBLN-Carbovirus.10-PanTro,Pan_troglodytes,NW_019932799.1,47352002,47352967,2.55E-52,76,434,+,,EBLN8
EBLN-Carbovirus.10-PapAnu,Papio_anubis,NC_018153.2,91766807,91767851,1.99E-64,23,417,+,,EBLN8
EBLN-Carbovirus.10-PapAnu,Papio_anubis,NW_018753866.1,131375,132419,2.08E-64,23,417,+,,EBLN8
EBLN-Carbovirus.10-PilTep,Piliocolobus_tephrosceles,NW_020556048.1,4390744,4391634,8.43E-73,88,417,+,,EBLN8
EBLN-Carbovirus.10-PonAbe,Pongo_abelii,NC_036906.1,97795515,97796594,1.40E-53,23,428,+,,EBLN8
EBLN-Carbovirus.10-PonAbe,Pongo_abelii,NW_019937212.1,95859662,95860741,1.40E-53,23,428,-,,EBLN8
EBLN-Carbovirus.10-RhiBie,Rhinopithecus_bieti,NW_016806413.1,2483138,2484028,2.51E-73,88,417,+,,EBLN8
EBLN-Carbovirus.10-RhiRox,Rhinopithecus_roxellana,NW_010816529.1,3178147,3179037,2.51E-73,88,417,-,,EBLN8
EBLN-Carbovirus.10-SaiBol,Saimiri_boliviensis_boliviensis,NW_003943621.1,6927848,6928730,1.24E-27,95,431,-,,EBLN8
EBLN-Carbovirus.10-TheGel,Theropithecus_gelada,NC_037669.1,96263316,96264360,2.45E-64,23,417,+,,EBLN8
EBLN-Carbovirus.10-TheGel,Theropithecus_gelada,NW_020251505.1,96263316,96264360,2.45E-64,23,417,+,,EBLN8
EBLN-Carbovirus.11-AotNan,Aotus_nancymaae,NW_018490587.1,6674102,6674839,1.57E-07,96,420,+,,EBLN12
EBLN-Carbovirus.11-CalJac,Callithrix_jacchus,NC_013898.1,117275299,117276040,7.90E-19,96,420,+,,EBLN12
EBLN-Carbovirus.11-CalJac,Callithrix_jacchus,NW_003183267.1,5532571,5533312,9.16E-19,96,420,+,,EBLN12
EBLN-Carbovirus.11-CalJac,Callithrix_jacchus,NC_013898.1,117340388,117341132,1.78E-17,94,420,+,,EBLN12
EBLN-Carbovirus.11-CalJac,Callithrix_jacchus,NW_003183267.1,5597660,5598404,2.08E-17,94,420,+,,EBLN12
EBLN-Carbovirus.11-CebCap,Cebus_capucinus_imitator,NW_016107438.1,21768,22416,1.02E-14,125,358,-,,EBLN12
EBLN-Carbovirus.11-CebCap,Cebus_capucinus_imitator,NW_016107438.1,81748,82474,2.67E-12,93,359,-,,EBLN12
EBLN-Carbovirus.11-CebCap,Cebus_capucinus_imitator,NW_016108391.1,432,1157,5.85E-09,108,367,+,,EBLN12
EBLN-Carbovirus.11-CerAty,Cercocebus_atys,NW_012004825.1,15802616,15803245,2.58E-09,89,324,+,,EBLN12
EBLN-Carbovirus.11-ColAng,Colobus_angolensis_palliatus,NW_012120710.1,8639693,8640446,5.88E-09,89,369,-,,EBLN12
EBLN-Carbovirus.11-GorGor,Gorilla_gorilla_gorilla,NC_018428.2,88200025,88200778,7.61E-16,89,420,-,,EBLN12
EBLN-Carbovirus.11-GorGor,Gorilla_gorilla_gorilla,NW_017493685.1,8200655,8201408,7.69E-16,89,420,-,,EBLN12
EBLN-Carbovirus.11-HomSap,Homo_sapiens,NC_000004.12,77242464,77243204,1.29E-16,96,420,-,hsEBLN-11_Carbo,EBLN12
EBLN-Carbovirus.11-HomSap,Homo_sapiens,NT_016354.20,18321083,18321823,1.31E-16,96,420,-,,EBLN12
EBLN-Carbovirus.11-MacFas,Macaca_fascicularis,NC_022276.1,57244186,57244916,4.50E-02,89,362,+,,EBLN12
EBLN-Carbovirus.11-ManLeu,Mandrillus_leucophaeus,NW_012108141.1,3322523,3322843,7.86E-04,213,324,-,,EBLN12
EBLN-Carbovirus.11-NomLeu,Nomascus_leucogenys,NC_019824.1,62092874,62093628,5.49E-19,89,420,-,,EBLN12
EBLN-Carbovirus.11-NomLeu,Nomascus_leucogenys,NW_003501380.2,24844095,24844849,5.53E-19,89,420,-,,EBLN12
EBLN-Carbovirus.11-PanPan,Pan_paniscus,NC_027872.1,52797127,52797867,5.99E-14,96,420,+,,EBLN12
EBLN-Carbovirus.11-PanPan,Pan_paniscus,NW_014013898.1,19802124,19802864,6.51E-14,96,420,+,,EBLN12
EBLN-Carbovirus.11-PanTro,Pan_troglodytes,NC_036883.1,51975980,51976720,1.21E-13,96,420,+,,EBLN12
EBLN-Carbovirus.11-PanTro,Pan_troglodytes,NW_019932803.1,42874005,42874745,1.26E-13,96,420,+,,EBLN12
EBLN-Carbovirus.11-PapAnu,Papio_anubis,NC_018156.2,63985432,63986152,3.49E-05,89,358,+,,EBLN12
EBLN-Carbovirus.11-PapAnu,Papio_anubis,NW_018755199.1,192666,193386,5.82E-05,89,358,+,,EBLN12
EBLN-Carbovirus.11-PilTep,Piliocolobus_tephrosceles,NW_020556129.1,11353717,11354348,5.58E-12,89,324,+,,EBLN12
EBLN-Carbovirus.11-PonAbe,Pongo_abelii,NC_036907.1,75429137,75429995,2.18E-07,89,420,-,,EBLN12
EBLN-Carbovirus.11-PonAbe,Pongo_abelii,NW_019937216.1,9625361,9626219,2.21E-07,89,420,-,,EBLN12
EBLN-Carbovirus.11-RhiBie,Rhinopithecus_bieti,NW_016806447.1,3244064,3244853,4.65E-12,98,409,+,,EBLN12
EBLN-Carbovirus.11-RhiRox,Rhinopithecus_roxellana,NW_010786368.1,1086465,1087203,7.49E-10,125,409,-,,EBLN12
EBLN-Carbovirus.11-SaiBol,Saimiri_boliviensis_boliviensis,NW_003943613.1,1014605,1015046,1.51E-06,205,361,-,,EBLN12
EBLN-Carbovirus.11-TheGel,Theropithecus_gelada,NC_037672.1,64776541,64777257,3.73E-06,89,358,+,,EBLN12
EBLN-Carbovirus.11-TheGel,Theropithecus_gelada,NW_020251508.1,64776541,64777257,3.73E-06,89,358,+,,EBLN12
EBLN-Carbovirus.12-CerAty,Cercocebus_atys,NW_012004825.1,15687478,15688306,3.66E-11,98,428,+,,EBLN17
EBLN-Carbovirus.12-ChlSab,Chlorocebus_sabaeus,NC_023648.1,25849656,25850499,4.04E-10,98,429,-,,EBLN17
EBLN-Carbovirus.12-ChlSab,Chlorocebus_sabaeus,NW_006735246.1,7938702,7939545,4.06E-10,98,429,-,,EBLN17
EBLN-Carbovirus.12-ColAng,Colobus_angolensis_palliatus,NW_012120710.1,8740216,8741066,1.12E-10,44,398,-,,EBLN17
EBLN-Carbovirus.12-GorGor,Gorilla_gorilla_gorilla,NC_018428.2,88309217,88309980,6.30E-17,99,398,-,,EBLN17
EBLN-Carbovirus.12-GorGor,Gorilla_gorilla_gorilla,NW_017493685.1,8309847,8310610,6.41E-17,99,398,-,,EBLN17
EBLN-Carbovirus.12-HomSap,Homo_sapiens,NC_000004.12,77349295,77350058,1.85E-18,99,398,-,hsEBLN-12_Carbo,EBLN17
EBLN-Carbovirus.12-HomSap,Homo_sapiens,NT_016354.20,18427914,18428677,1.89E-18,99,398,-,,EBLN17
EBLN-Carbovirus.12-MacFas,Macaca_fascicularis,NC_022276.1,57127958,57128711,3.87E-13,98,398,+,,EBLN17
EBLN-Carbovirus.12-MacFas,Macaca_fascicularis,NW_005092968.1,53070324,53070775,4.01E-13,98,271,+,,EBLN17
EBLN-Carbovirus.12-MacNem,Macaca_nemestrina,NW_012016799.1,8800265,8800716,4.27E-13,98,271,+,,EBLN17
EBLN-Carbovirus.12-MacMul,Macaca_mulatta,NC_027897.1,57182018,57182469,3.70E-12,98,271,+,,EBLN17
EBLN-Carbovirus.12-MacMul,Macaca_mulatta,NW_014804880.1,3642791,3643242,4.32E-12,98,271,+,,EBLN17
EBLN-Carbovirus.12-ManLeu,Mandrillus_leucophaeus,NW_012108141.1,3466375,3466820,8.67E-12,98,271,-,,EBLN17
EBLN-Carbovirus.12-NomLeu,Nomascus_leucogenys,NC_019824.1,62211129,62211945,1.27E-20,75,398,-,,EBLN17
EBLN-Carbovirus.12-NomLeu,Nomascus_leucogenys,NW_003501380.2,24962350,24963166,1.29E-20,75,398,-,,EBLN17
EBLN-Carbovirus.12-PanPan,Pan_paniscus,NC_027872.1,52690219,52690982,4.60E-19,99,398,+,,EBLN17
EBLN-Carbovirus.12-PanPan,Pan_paniscus,NW_014013898.1,19695216,19695979,5.19E-19,99,398,+,,EBLN17
EBLN-Carbovirus.12-PanTro,Pan_troglodytes,NC_036883.1,51869021,51869784,7.14E-20,99,398,+,,EBLN17
EBLN-Carbovirus.12-PanTro,Pan_troglodytes,NW_019932803.1,42767046,42767809,7.56E-20,99,398,+,,EBLN17
EBLN-Carbovirus.12-PapAnu,Papio_anubis,NC_018156.2,63869754,63870519,3.75E-12,98,402,+,,EBLN17
EBLN-Carbovirus.12-PapAnu,Papio_anubis,NW_018755199.1,76988,77753,4.29E-12,98,402,+,,EBLN17
EBLN-Carbovirus.12-PilTep,Piliocolobus_tephrosceles,NW_020556129.1,11256957,11257898,3.47E-11,33,429,+,,EBLN17
EBLN-Carbovirus.12-PonAbe,Pongo_abelii,NC_036907.1,75556807,75557568,8.57E-18,99,398,-,,EBLN17
EBLN-Carbovirus.12-PonAbe,Pongo_abelii,NW_019937216.1,9753031,9753792,8.70E-18,99,398,-,,EBLN17
EBLN-Carbovirus.12-RhiBie,Rhinopithecus_bieti,NW_016806447.1,3143182,3144032,2.33E-11,44,398,+,,EBLN17
EBLN-Carbovirus.12-RhiRox,Rhinopithecus_roxellana,NW_010786368.1,1186125,1186975,2.41E-11,44,398,-,,EBLN17
EBLN-Carbovirus.12-TheGel,Theropithecus_gelada,NC_037672.1,64661113,64661564,9.55E-14,98,271,+,,EBLN17
EBLN-Carbovirus.12-TheGel,Theropithecus_gelada,NW_020251508.1,64661113,64661564,9.55E-14,98,271,+,,EBLN17
EBLN-Carbovirus.14-AilMel,Ailuropoda_melanoleuca,NW_003218077.1,389478,390138,9.47E-16,174,423,+,,EBLN3
EBLN-Carbovirus.14-BalAcu,Balaenoptera_acutorostrata_scammoni,NW_006728682.1,5255082,5255978,5.02E-23,90,425,+,,EBLN3
EBLN-Carbovirus.14-BisBis,Bison_bison_bison,NW_011495018.1,29947536,29948255,5.08E-16,157,431,+,,EBLN3
EBLN-Carbovirus.14-BosMut,Bos_mutus,NW_005393344.1,165243,165962,5.69E-16,157,431,+,,EBLN3
EBLN-Carbovirus.14-BosInd,Bos_indicus,NC_032675.1,21539308,21539652,1.80E-12,302,434,-,,EBLN3
EBLN-Carbovirus.14-BosTau,Bos_taurus,NC_037353.1,21139644,21139988,1.80E-12,302,434,-,,EBLN3
EBLN-Carbovirus.14-BosInd,Bos_indicus,NW_017844734.1,21539308,21539652,1.80E-12,302,434,-,,EBLN3
EBLN-Carbovirus.14-BosTau,Bos_taurus,NW_020190110.1,21139644,21139988,1.80E-12,302,434,-,,EBLN3
EBLN-Carbovirus.14-BubBub,Bubalus_bubalis,NW_020228705.1,20950011,20950730,6.54E-20,157,431,-,,EBLN3
EBLN-Carbovirus.14-CanLup,Canis_lupus_dingo,NW_020269156.1,13100488,13100859,7.89E-12,234,353,-,,EBLN3
EBLN-Carbovirus.14-CanLup,Canis_lupus_familiaris,NC_006610.3,13002168,13002539,7.89E-12,234,353,-,,EBLN3
EBLN-Carbovirus.14-CanLup,Canis_lupus_familiaris,NW_003726109.1,13002068,13002439,7.89E-12,234,353,-,,EBLN3
EBLN-Carbovirus.14-CapHir,Capra_hircus,NW_017189512.1,30523725,30524213,2.69E-13,234,424,+,,EBLN3
